#,Company_Name,Aktenzeichen,Date_Incorporation,CMP_Status,Amtsgericht,Street,Postcode,City,Industry,WZ2008,Startup_Website,LinkedIn_URL,Crunchbase_URL,Northdata_URL,Comment,Founding_Team_Size
12482,Veritas Entertainment GmbH,HRB 189869 B,2017-09-25,A,Charlottenburg (Berlin),Friedrichstraße 50,D-10117,Berlin,Gaming,93,https://veritas-entertainment.gg/,,,,,0
12483,BarBrain GmbH,HRB 236002,2017-09-23,A,München,Tal 26,D-80331,München,Software,62,https://barbrain.com,,,,,0
12484,Glamira GmbH,HRB 17470,2017-09-23,A,Memmingen,Taunusanlage 8,D-60329,Frankfurt am Main,eCommerce,47,https://www.glamira.de,,,,,0
12485,VERAXA Biotech GmbH,HRB 740261,2017-09-23,A,Mannheim,Meyerhofstraße 1,D-69117,Heidelberg,Medizin,72,http://www.velabs-therapeutics.com/,,,,,0
12486,Bartscher Innovationstechnologien GmbH,HRB 92228,2017-09-22,A,Köln,Eupener Straße 54,D-50933,Köln,Hardware,26,http://barinova.de/,https://www.linkedin.com/company/bartscher-innovationstechnologien-gmbh/about/,,,,0
12487,Buildship UG (haftungsbeschränkt),HRB 762348,2017-09-22,IL,Stuttgart,Schwenkgasse 7,D-73240,Wendlingen am Neckar,Software,62,,,,,,0
12488,IEC Tec GmbH,HRB 28419,2017-09-22,A,Wuppertal,Lenneper Straße 60,D-42289,Wuppertal,Lebensmittel,26,http://iectec.com,,,,,0
12489,iQuando GmbH,HRB 207076,2017-09-22,A,Lüneburg,Rote Bünte 2,D-21385,Amelinghausen,Bildung,62,https://www.iquando.de,,,,,0
12490,Mind Intelligence UG (haftungsbeschränkt),HRB 30341 P,2017-09-22,A,Potsdam,Am Kanal 16-18,D-14467,Potsdam,Industrie,62,https://www.mindintelligence.io,,,,,0
12491,REACNOSTICS GmbH,HRB 148215,2017-09-22,A,Hamburg,Am Kaiserkai 30,D-20457,Hamburg,Industrie,62,https://www.reacnostics.com/,,,,,0
12492,STROMDAO GmbH,HRB 728691,2017-09-22,A,Mannheim,Gerhard-Weiser-Ring 29,D-69256,Mauer,Energie,62,https://www.stromdao.de/,https://www.linkedin.com/company/stromdao/,,,,0
12493,Brainalyzed Finance GmbH,HRB 19004 KI,2017-09-21,A,Kiel,Lehmbarg 25,D-24576,Bad Bramstedt,Finanzbereich,62,https://www.brainalyzed.com/,,,,,0
12494,Etrality GmbH,HRB 26392,2017-09-21,A,Traunstein,Zillenweg 9,D-83115,Neubeuern,Software,62,https://www.etrality.com,,,,,0
12495,Graf Lichttechnik UG (haftungsbeschränkt),HRB 189815 B,2017-09-21,A,Charlottenburg (Berlin),Nonnendammallee 44,D-13629,Berlin,Medien,26,https://graf-lichttechnik.de,,,,,0
12496,neotiv GmbH,HRB 24830,2017-09-21,A,Stendal,Hegelstraße 19,D-39104,Magdeburg,Medizin,62,https://www.neotiv.com/,https://www.linkedin.com/company/neotiv-gmbh/,,,,0
12497,Seasonary GmbH,HRB 36974,2017-09-21,A,Dresden,Rosenstraße 92 a,D-01159,Dresden,Personal,78,https://www.seasonary.com/,https://www.linkedin.com/company/seasonary/,,,,0
12498,So You Learn 24 UG (haftungsbeschränkt),HRB 13943,2017-09-21,LQ,Kempten,,D-#N/A,,Bildung,85,,,,,,0
12499,Curalie GmbH,HRB 189810 B,2017-09-20,A,Charlottenburg (Berlin),Leipziger Straße 61 a,D-10117,Berlin,Medizin,62,https://curalie.com,,,,,0
12500,IDS Healthcare GmbH,HRB 728665,2017-09-20,A,Mannheim,Zehntwieserstraße 35b,D-76275,Ettlingen,Sport,62,https://ids-healthcare.de,,,,,0
12501,Nooxl Systems GmbH,HRB 189766 B,2017-09-20,A,Charlottenburg (Berlin),Offenbacher Straße 23,D-14197,Berlin,Immobilien,62,http://www.nooxl.com,,,,,0
12502,Steamergy GmbH & Co. KG,HRA 2991,2017-09-20,A,Deggendorf,Ruselbergstraße 92,D-94469,Deggendorf,Energie,28,https://www.steamergy.de,,,,,0
12503,Stellaneo AG,HRB 762317,2017-09-20,A,Stuttgart,Flughafenstraße 59,D-70629,Stuttgart,Software,62,https://www.stellaneo.com/,https://www.linkedin.com/company/stellaneo-ag/,,,,0
12504,SurgMark GmbH,HRB 148171,2017-09-20,A,Hamburg,Maria-Louisen-Straße 122,D-22301,Hamburg,Medizin,86,https://www.surgmark.com/,https://www.linkedin.com/company/surgmark-gmbh/,,,,0
12505,Airline-Schreck.de UG (haftungsbeschränkt),HRB 5809,2017-09-19,A,Limburg a. d. Lahn,Feldstraße 19,D-65606,Villmar,Rechtsberatung,69,https://airline-schreck.de,https://www.linkedin.com/company/airline-schreck/,,,,0
12506,Carrypicker GmbH,HRB 148140,2017-09-19,IL,Hamburg,Hegestraße 40,D-20251,Hamburg,Logistik,62,https://www.carrypicker.com/,,,,,0
12507,de Renet Bürosysteme GmbH,HRB 7613,2017-09-19,A,Düren,Kölnstraße 87,D-52351,Düren,Hardware,32,https://www.derenet.de,,,,,0
12508,Humovo Germany GmbH,HRB 89475,2017-09-19,A,Düsseldorf,Bilker Straße 34,D-40213,Düsseldorf,Personal,62,https://www.humovo.de/,,,,,0
12509,iDevices GmbH,HRB 148137,2017-09-19,A,Hamburg,"Wendenstraße 331, 7. Obergeschoss",D-20537,Hamburg,Hardware,26,https://www.idevices.de/,,,,,0
12510,Picum MT GmbH,HRB 215708,2017-09-19,A,Hannover,Hollerithallee 17,D-30419,Hannover,Industrie,28,https://www.picum-mt.com,https://www.linkedin.com/company/picum-mt-gmbh/,,,,0
12511,Ward App GmbH,HRB 189682 B,2017-09-19,A,Charlottenburg (Berlin),Kronberger Straße 12,D-14193,Berlin,Gaming,62,,,,,,0
12512,apoQlar GmbH,HRB 148115,2017-09-18,A,Hamburg,Raboisen 32,D-20095,Hamburg,Medizin,62,https://apoqlar.com,https://www.linkedin.com/company/apoqlar/,,,,0
12513,Bots4You GmbH,HRB 26107,2017-09-18,A,Montabaur,Kölner Straße 46,D-57555,Mudersbach,Dienstleistung,62,https://www.bots4you.de/,https://www.linkedin.com/company/bots4you/,,,,0
12514,emteria GmbH,HRB 21466,2017-09-18,A,Aachen,Oppenhoffallee 9-15,D-52066,Aachen,Industrie,62,https://emteria.com/,https://www.linkedin.com/company/emteria/,,,,0
12515,HKDS GmbH,HRB 30323 P,2017-09-18,A,Potsdam,Nauener Straße 3,D-14641,Wustermark,Lebensmittel,22,http://www.hkds-pack.com,,,,,0
12516,pli-SCORE UG (haftungsbeschränkt),HRB 189677 B,2017-09-18,LQ,Charlottenburg (Berlin),"c/o Dr. Gerrit Mumm, Wilhelmstraße 111",D-10963,Berlin,Umwelttechnologie,62,,,,,,0
12517,ventus Technologies GmbH,HRB 109626,2017-09-18,A,Frankfurt am Main,Hildegard-von-Bingen-Weg 6,D-60439,Frankfurt am Main,Software,82,https://www.ventus-technologies.de,,,,,0
12518,WeSource UG (haftungsbeschränkt),HRB 189678 B,2017-09-18,IL,Charlottenburg (Berlin),Eberswalder Straße 34,D-10437,Berlin,Personal,62,,,,,,0
12519,datapeutics GmbH,HRB 728629,2017-09-17,LQ,Mannheim,Hans-Bunte-Straße 8 - 10,D-69123,Heidelberg,Medizin,62,,,,,,0
12520,intelliRoad GmbH,HRB 34398,2017-09-16,A,Nürnberg,Alfershausen 112,D-91177,Thalmässing,Logistik,62,https://intelliroad.net/,,,,,0
12521,Newbels UG (haftungsbeschränkt),HRB 26383,2017-09-16,LQ,Traunstein,Weiher 1 a,D-83253,Rimsting,Software,62,,,,,,0
12522,Deecite UG (haftungsbeschränkt),HRB 235801,2017-09-15,A,München,Ammerseestraße 16,D-82288,Kottgeisering,Software,63,https://deecite.com,,,,,0
12523,dgtl.ai GmbH,HRB 189612 B,2017-09-15,A,Charlottenburg (Berlin),Leipziger Platz 10,D-10117,Berlin,Software,62,https://www.dgtl.ai,,,,,0
12524,in.hub GmbH,HRB 31229,2017-09-15,A,Chemnitz,Technologie-Campus 1,D-09126,Chemnitz,Industrie,62,https://inhub.de/,https://www.linkedin.com/company/in-hub-gmbh/,,,,0
12525,Madhu Honey GmbH,HRB 148093,2017-09-15,A,Hamburg,Winterhuder Weg 31,D-22085,Hamburg,Lebensmittel,46,https://madhuhoney.com/,,,,,0
12526,Perfood GmbH,HRB 17098 HL,2017-09-15,A,Lübeck,Am Spargelhof 2,D-23554,Lübeck,Medizin,86,https://www.perfood.de/,https://www.linkedin.com/company/perfood-gmbh/,,,,0
12527,Calculate UG (haftungsbeschränkt),HRB 148089,2017-09-14,A,Hamburg,Spreestraße 18 a,D-22547,Hamburg,Sport,62,https://www.cal-culate.com/,,,,,0
12528,FirstBlink UG (haftungsbeschränkt),HRB 30313 P,2017-09-14,A,Potsdam,Wacholderweg 12,D-14532,Kleinmachnow,Software,62,https://firstblink.de/,,,,,0
12529,IAM Electronic GmbH,HRB 34071,2017-09-14,A,Leipzig,Bucksdorffstraße 43,D-04159,Leipzig,Hardware,26,http://www.iamelectronic.com,,,,,0
12530,IRUBIS GmbH,HRB 235768,2017-09-14,A,München,Schillerstraße 40 b,D-80336,München,Medizin,21,https://irubis.com,,,,,0
12531,Lumobiotics GmbH,HRB 728621,2017-09-14,A,Mannheim,Auerstraße 2,D-76227,Karlsruhe,Medizin,21,https://lumobiotics.com,,,,,0
12532,Pushmetrics GmbH,HRB 30262 P,2017-09-14,A,Potsdam,Pestalozzistraße 12,D-14482,Potsdam,Software,62,https://pushmetrics.io,,,,,0
12533,SCIO Technology GmbH,HRB 14366,2017-09-14,A,Aschaffenburg,Hefner-Alteneck-Straße 11,D-63743,Aschaffenburg,Energie,27,https://www.scio-technology.com/,https://www.linkedin.com/company/scio-technology/,,,,0
12534,Tenzir GmbH,HRB 148081,2017-09-14,A,Hamburg,Nagelsweg 41,D-20097,Hamburg,Software,62,https://tenzir.com/,https://www.linkedin.com/company/tenzir/,,,,0
12535,VIREED UG (haftungsbeschränkt),HRB 148085,2017-09-14,A,Hamburg,Heinrich-Barth-Straße 13,D-20146,Hamburg,Medizin,62,https://www.vireed.de/,,,,,0
12536,aidminutes GmbH,HRB 206295,2017-09-13,A,Tostedt,Moltkestraße 7,D-24105,Kiel,Medizin,62,https://www.aidminutes.com,,,,,0
12537,Delicious Data GmbH,HRB 235749,2017-09-13,A,München,Atelierstraße 29,D-81671,München,Lebensmittel,62,https://www.delicious-data.com/,,,,,0
12538,FAIRBAGS GmbH,HRB 762244,2017-09-13,A,Stuttgart,Ruhrstraße 11,D-71636,Ludwigsburg,eCommerce,14,https://www.fairbags.de/,,,,,0
12539,ROQQIO GmbH,HRB 153273,2017-09-13,A,Hamburg,Harburger Schloßstraße 28,D-21079,Hamburg,eCommerce,62,https://www.roqqio.com/,https://www.linkedin.com/company/roqqio-commerce-solutions/,,,,0
12540,Stylique GmbH,HRB 81559,2017-09-13,A,Düsseldorf,Erkrather Straße 365,D-40231,Düsseldorf,eCommerce,62,https://www.stylique.de/,https://www.linkedin.com/company/stylique-gmbh/,,,,0
12541,TEXTL GmbH,HRB 96970,2017-09-13,IL,Darmstadt,Promenadenweg 17,D-64683,Einhausen,Software,62,https://write2gether.de/,,,,,0
12542,vacaVista IT GmbH,HRB 189556 B,2017-09-13,A,Charlottenburg (Berlin),Prenzlauer Allee 8,D-10405,Berlin,Tourismus,79,https://www.vacavista.de/,,,,,0
12543,carbonauten GmbH,HRB 735643,2017-09-12,A,Ulm,Riedstraße 40/1,D-89537,Giengen an der Brenz,Umwelttechnologie,20,https://www.carbonauten.com/,https://www.linkedin.com/company/carbonauten-gmbh/,,,,0
12544,diagnostik-a GmbH,HRB 716971,2017-09-12,A,Freiburg,Gewerbestraße 1,D-79285,Ebringen,Medizin,21,https://www.diagnostik-a.de,,,,,0
12545,IoCare GmbH,HRB 34058,2017-09-12,A,Leipzig,Zavelsteinstraße 29 B,D-70469,Stuttgart,Medizin,26,https://www.iocare.de,,,,,0
12546,LEITSPEED Wheels GmbH,HRB 762238,2017-09-12,IL,Stuttgart,Siemensstraße 10,D-74177,Bad Friedrichshall,Mobilität,25,https://www.leitspeed-wheels.de,,,,,0
12547,PINK TREE COMMUNICATIONS GmbH,HRB 235731,2017-09-12,A,München,Marktplatz 4,D-82266,Inning a.Ammersee,Werbung,63,https://pinktree-communications.ch,,,,,0
12548,Simplebiotech GmbH,HRB 34065,2017-09-12,A,Leipzig,Papiermühlstraße 24 B,D-04299,Leipzig,Medizin,72,https://simplebiotech.de,,,,,0
12549,DAISY & FRIENDS GmbH,HRB 92106,2017-09-11,A,Köln,Sebastianstraße 97,D-50735,Köln,Lebensmittel,11,https://www.daisy-gin.de,,,,,0
12550,Fully Factory GmbH,HRB 19436,2017-09-11,A,Neuss,Von-Witzleben-Straße 12,D-41540,Dormagen,Personal,62,https://www.fully-kiosk.com,,,,,0
12551,ipifani SOFT UG (haftungsbeschränkt),HRB 81522,2017-09-11,A,Düsseldorf,Gladbacher Straße 3-5,D-40764,Langenfeld,Medien,62,https://baltoo.net,,,,,0
12552,KOVER Music UG (haftungsbeschränkt),HRB 96961,2017-09-11,IL,Darmstadt,Mies-van-der-Rohe-Straße 26,D-68519,Viernheim,Medien,59,https://www.kovermusic.com,https://www.linkedin.com/company/kover-ai/,,,,0
12553,CrowdStrike GmbH,HRB 235685,2017-09-09,A,München,Pungelerstraße 1,D-52074,Aachen,Software,62,https://www.crowdstrike.de,,,,,0
12554,Deeplora UG (haftungsbeschränkt),HRB 235704,2017-09-09,A,München,Schulenburgstraße 12,D-81369,München,Software,62,,,,,,0
12555,Expatrio Global Services GmbH,HRB 189471 B,2017-09-08,A,Charlottenburg (Berlin),Linienstraße 156/157,D-10115,Berlin,Dienstleistung,96,https://www.expatrio.com/,,,,,0
12556,Frau Ingwer GmbH,HRB 148016,2017-09-08,A,Hamburg,Norderelbstraße 15,D-20457,Hamburg,Lebensmittel,11,https://www.frauingwer.de/,https://www.linkedin.com/company/frau-ingwer/about/,,,,0
12557,Pronovation GmbH,HRB 189477 B,2017-09-08,A,Charlottenburg (Berlin),Reuterstraße 40,D-12047,Berlin,eCommerce,47,https://jalouza.com,,,,,0
12558,SCAPO GmbH,HRB 96958,2017-09-08,A,Darmstadt,Hans-Böckler-Straße 44,D-65468,Trebur-Astheim,Energie,26,https://scapo.de,https://www.linkedin.com/company/scapo-gmbh/,,,,0
12559,Delicium GmbH,HRB 109525,2017-09-07,IL,Frankfurt am Main,Hanauer Landstraße 204,D-60314,Frankfurt am Main,Medien,63,,,,,,0
12560,KAYSTONE GmbH,HRB 17367,2017-09-07,A,Kassel,Triftweg 34,D-34376,Immenhausen,Software,62,https://www.kaystone.gmbh,https://www.linkedin.com/company/kaystone-gmbh/about/,,,,0
12561,Pandora Vermittlung GmbH,HRB 189425 B,2017-09-07,IL,Charlottenburg (Berlin),Bundesallee 220,D-10719,Berlin,Personal,62,https://www.hocaboo.com,https://www.linkedin.com/company/hocaboo/,,,,0
12562,PistonPower GmbH,HRB 235655,2017-09-07,A,München,Rudolf-Diesel-Ring 2,D-83607,Holzkirchen,Industrie,28,https://pistonpower.eu,,,,,0
12563,Protecting GmbH,HRB 9219,2017-09-07,A,Gießen,Reichelsberg 10,D-35396,Gießen,eCommerce,47,https://protecting-gmbh.com,,,,,0
12564,VARRTREAT UG (haftungsbeschränkt),HRB 147983,2017-09-07,A,Hamburg,Billwerder Billdeich 601 J,D-21033,Hamburg,Landwirtschaft,27,https://www.varrtreat.com/,,,,,0
12565,abaut GmbH,HRB 235641,2017-09-06,A,München,Agnes-Pockels-Bogen 1,D-80992,München,Bauwesen,62,http://abaut.de/,https://www.linkedin.com/company/abaut-gmbh/,,,,0
12566,auxil science GmbH,HRB 774930,2017-09-06,A,Stuttgart,In Laisen 31,D-72766,Reutlingen,Medizin,26,https://auxilscience.com,,,,,0
12567,Avoid Murphy Products GmbH,HRB 147967,2017-09-06,A,Hamburg,Silcherstraße 15 a,D-22761,Hamburg,Software,62,https://avoidmurphy.com/,,,,,0
12568,Bluebird Mountain GmbH,HRB 147958,2017-09-06,IL,Hamburg,An der Horeburg 21,D-21079,Hamburg,Mobilität,30,https://www.bluebirdmountain.de/,,,,,0
12569,DSB Vertrieb & Handel GmbH,HRB 28453,2017-09-06,A,Essen,Hövelstraße 185,D-45326,Essen,eCommerce,47,https://kuban-europe.de,,,,,0
12570,K.A.T.O.R. Warensicherungs GmbH,HRB 189396 B,2017-09-06,LQ,Charlottenburg (Berlin),Waßmannsdorfer Chaussee 181,D-12355,Berlin,Logistik,26,,,,,,0
12571,Mediterran AG,HRB 235627,2017-09-06,IL,München,Dirnismaning 16,D-85748,Garching b.München,Lebensmittel,10,https://mediterran-ag.de,,,,,0
12572,MONAVINCI GmbH,HRB 189357 B,2017-09-06,A,Charlottenburg (Berlin),"c/o WeWork Atrium Tower, Eichhornstraße 3",D-10785,Berlin,eCommerce,62,https://monavinci.com/,https://www.linkedin.com/company/monavinci/,,,,0
12573,ARTMO GmbH,HRB 147953,2017-09-05,A,Hamburg,Alte Rabenstraße 24,D-20148,Hamburg,Medien,63,https://artmo.com/,https://www.linkedin.com/company/artmo/,,,,0
12574,biotx.ai GmbH,HRB 30298 P,2017-09-05,A,Potsdam,Am Mühlenberg 11,D-14476,Potsdam,Medizin,62,http://biotx.ai/,,,,,0
12575,green loop UG (haftungsbeschränkt),HRB 147939,2017-09-05,A,Hamburg,Jungfernstieg 49,D-20354,Hamburg,Lebensmittel,32,https://greenloop.io/,,,,,0
12576,Happy Creative Media GmbH,HRB 762173,2017-09-05,LQ,Stuttgart,Heilbronner Straße 47,D-74211,Leingarten,Bildung,63,,,,,,0
12577,Pix4D GmbH,HRB 187690 B,2017-09-05,A,Charlottenburg (Berlin),Alte Jakobstraße 85/86,D-10179,Berlin,Bauwesen,62,https://www.pix4d.com,,,,,0
12578,Sdui GmbH,HRB 26147,2017-09-05,A,Koblenz,Universitätsstraße 3,D-56070,Koblenz,Bildung,62,https://www.sdui.de/,https://www.linkedin.com/company/sdui/,,,,0
12579,Wellenzahl Radar- und Sensortechnik GmbH & Co. KG,HRA 707713,2017-09-05,A,Mannheim,Im Vogelsand 4,D-76131,Karlsruhe,Hardware,26,https://wellenzahl.de,,,,,0
12580,Zockrates Laboratories UG (haftungsbeschränkt),HRB 34370,2017-09-05,A,Nürnberg,Heynestraße 48,D-90443,Nürnberg,Gaming,62,http://www.zocklabs.de/,,,,,0
12581,BuildersMind GmbH,HRB 89397,2017-09-04,A,Düsseldorf,Speditionsstraße 15 a,D-40221,Düsseldorf,Bauwesen,62,https://buildersmind.de/,,,,,0
12582,CIKONI GmbH,HRB 762151,2017-09-04,A,Stuttgart,Nobelstraße 15,D-70569,Stuttgart,Mobilität,29,https://cikoni.com,,,,,0
12583,Derendo GmbH,HRB 36923,2017-09-04,A,Dresden,Ledenweg 31,D-01445,Radebeul,eCommerce,32,https://www.derendo.com,,,,,0
12584,Pasta Romana GmbH,HRB 104144,2017-09-04,A,Saarbrücken,Michelinstraße 10,D-66424,Homburg,Lebensmittel,10,https://www.pasta-romana.de,,,,,0
12585,Wachmacher GmbH,HRB 147915,2017-09-04,A,Hamburg,Saseler Mühlenweg 7a,D-22395,Hamburg,Lebensmittel,11,https://www.wachmachers.de/,,,,,0
12586,AUTOPAY Deutschland GmbH,HRB 235565,2017-09-02,A,München,Hohenadlstraße 2,D-85737,Ismaning,Mobilität,62,https://autopay-deutschland.de,,,,,0
12587,Khawaja Medical Technology GmbH,HRB 235567,2017-09-02,A,München,Am Haag 8,D-82166,Gräfelfing,Medizin,26,https://www.khawaja-medtech.com,,,,,0
12588,Traceconn GmbH,HRB 235569,2017-09-02,A,München,Feringastraße 6,D-85774,Unterföhring,Software,62,https://www.traceconn.com,,,,,0
12589,chatchamp UG (haftungsbeschränkt),HRB 235549,2017-09-01,A,München,"Balanstraße 73, c/o Plug and Play, Haus 10",D-81541,München,Werbung,62,https://www.chatchamp.com,,,,,0
12590,FINCITY GmbH,HRB 116930,2017-09-01,A,Frankfurt am Main,Thurn-und-Taxis-Platz 6,D-60313,Frankfurt am Main,Versicherung,62,https://www.fincity.de,,,,,0
12591,HNC Healthy Nutrition Company GmbH,HRB 92024,2017-09-01,A,Köln,Senefelderstraße 44,D-51469,Bergisch Gladbach,Sport,10,https://www.maxinutrition.de,,,,,0
12592,Mania Stillmode GmbH,HRB 113351,2017-09-01,A,Frankfurt am Main,Gelastraße 114,D-60388,Frankfurt am Main,eCommerce,47,https://www.mania-shop.de,,,,,0
12593,Multi Sonic GmbH,HRB 742926,2017-09-01,A,Mannheim,Ferdinand-Porsche-Straße 17 a,D-76275,Ettlingen,Industrie,,https://www.multi-sonic.de,https://www.linkedin.com/company/multi-sonic-gmbh/about/,,,,0
12594,noar Coffee GmbH,HRB 18269,2017-09-01,A,Fürth,Moststraße 33,D-90762,Fürth,Lebensmittel,11,https://noarnoar.de,,,,,0
12595,Nova Products GmbH,HRB 235561,2017-09-01,A,München,Thierschstraße 11,D-80538,München,eCommerce,26,https://www.nova-products.com/,https://www.linkedin.com/company/novaproducts/,,,,0
12596,Qualifyze GmbH,HRB 109486,2017-09-01,A,Frankfurt am Main,"c/o WeWork, Taunusanlage 8",D-60329,Frankfurt am Main,Industrie,69,https://www.qualifyze.com/,https://www.linkedin.com/company/qualifyze/,,,,0
12597,Runey GmbH,HRB 189293 B,2017-09-01,LQ,Charlottenburg (Berlin),Wittenberger Straße 110 c,D-01277,Dresden,Sport,62,,,,,,0
12598,Sonic Technology UG (haftungsbeschränkt),HRB 762139,2017-09-01,A,Stuttgart,Wörthstraße 37,D-70563,Stuttgart,Industrie,62,https://www.sonic-technology.com,,,,,0
12599,The SQLNet Company GmbH,HRB 34030,2017-09-01,A,Leipzig,Philipp-Reis-Straße 11 b,D-04179,Leipzig,Software,63,https://www.sqlnet.ai,,,,,0
12600,WFT Pharmatec GmbH,HRB 15627,2017-09-01,A,Bad Oeynhausen,Grappensteiner Damm 2,D-32312,Lübbecke,Medizin,28,https://wft-pharmatec.de,,,,,0
12601,LuBu UG (haftungsbeschränkt),HRB 109472,2017-08-31,A,Frankfurt am Main,Hamburger Allee 45,D-60486,Frankfurt am Main,Personal,62,https://lubu-app.com,https://www.linkedin.com/company/lubu-lunchbuddies/,,,,0
12602,nuucon GmbH,HRB 147877,2017-08-31,A,Hamburg,Jarrestraße 42,D-22303,Hamburg,eCommerce,62,https://nuucon.com/,https://www.linkedin.com/company/nuucon/,,,,0
12603,POWDER & HEAT GmbH,HRB 235522,2017-08-31,IL,München,Berghamer Straße 10,D-85435,Erding,eCommerce,32,,,,,,0
12604,SCONTAIN GmbH,HRB 36914,2017-08-31,A,Dresden,Lotzestraße 11,D-01187,Dresden,Software,62,https://scontain.com/,https://www.linkedin.com/company/scontain/,,,,0
12605,Snoosh GmbH,HRB 735588,2017-08-31,IL,Ulm,Bühlstraße 17/3,D-71101,Schönaich,Tourismus,63,,,,,,0
12606,temp2 media GmbH,HRB 147882,2017-08-31,A,Hamburg,Sachsenstraße 5,D-20097,Hamburg,eCommerce,63,https://temp2.de/,,,,,0
12607,AnalyticsCreator Solutions GmbH,HRB 235482,2017-08-30,A,München,Agnes-Pockels-Bogen 1,D-80992,München,Software,62,https://www.analyticscreator.com/contact/,,,,,0
12608,Apptus Technologies GmbH,HRB 235506,2017-08-30,A,München,Adams-Lehmann-Straße 44,D-80797,München,eCommerce,62,https://www.apptus.com/,,,,,0
12609,flexkalk GmbH,HRB 33014,2017-08-30,A,Chemnitz,Lützowstraße 12,D-09116,Chemnitz,eCommerce,20,https://www.flexkalk.de,,,,,0
12610,Flux Polymers GmbH,HRB 50617,2017-08-30,A,Mainz,Taunusstraße 59-61,D-55118,Mainz,Industrie,20,https://www.flux-polymers.com,https://www.linkedin.com/company/flux-polymers/,,,,0
12611,IdeeGo KG,HRA 10356,2017-08-30,A,Kempten,Oberschwabenstraße 12,D-88145,Opfenbach,Bauwesen,62,https://www.ideego.net,,,,,0
12612,LYMO Manufaktur UG (haftungsbeschränkt),HRB 735586,2017-08-30,A,Ulm,Eugen-Bolz-Straße 7,D-89584,Ehingen Donau,Lebensmittel,11,https://trink-lymo.de,,,,,0
12613,OH LA LAQUA UG (haftungsbeschränkt),HRB 235503,2017-08-30,A,München,"Blutenburgstraße 98, c/o Christoph Hoidn",D-80636,München,Lebensmittel,11,https://www.ohlalaqua.com,,,,,0
12614,Shikenso GmbH,HRB 109463,2017-08-30,A,Frankfurt am Main,Sebastian-Kneipp-Straße 41,D-60439,Frankfurt am Main,Werbung,62,https://shikenso.com,https://www.linkedin.com/company/shikenso-gmbh/,,,,0
12615,soccario GmbH,HRB 16823,2017-08-30,IL,Bochum,Kortumstraße 156,D-44787,Bochum,Sport,62,,,,,,0
12616,Tappla UG (haftungsbeschränkt),HRB 235508,2017-08-30,A,München,Sörgelstraße 3 a,D-81477,München,Medien,62,https://tappla.com,,,,,0
12617,Tutolabs GmbH,HRB 10881,2017-08-30,LQ,Landshut,Nachtigallstraße 9,D-84130,Dingolfing,Bildung,85,,,,,,0
12618,XOM Materials GmbH,HRB 189253 B,2017-08-30,A,Charlottenburg (Berlin),Ackerstraße 14-15,D-10115,Berlin,Industrie,62,https://xom-materials.com,,,,,0
12619,APOFOLIO Software und Service GmbH,HRB 91982,2017-08-29,A,Köln,Stieleichenweg 2 A,D-50999,Köln,Medizin,62,https://www.apofolio.koeln,,,,,0
12620,Cargo One GmbH,HRB 189201 B,2017-08-29,A,Charlottenburg (Berlin),Charlottenstraße 65,D-10117,Berlin,Logistik,62,https://www.cargo.one/,https://www.linkedin.com/company/cargoone/,,,,0
12621,dentiboo GmbH,HRB 235457,2017-08-29,A,München,Seeblickstraße 62,D-82211,Herrsching a.Ammersee,eCommerce,47,https://www.dentiboo.de,,,,,0
12622,Dermaperfectum GmbH,HRB 91980,2017-08-29,A,Köln,Kerpener Straße 111,D-50937,Köln,eCommerce,47,https://www.dermaperfectum.com,,,,,0
12623,favie UG (haftungsbeschränkt),HRB 220053 B,2017-08-29,A,Charlottenburg (Berlin),Landsberger Allee 59 a,D-10249,Berlin,eCommerce,62,https://www.favie.de/,https://www.linkedin.com/company/faviefashion/,,,,0
