name1,name2,score
MassUp,HealthyMass GmbH,68
Discovergy,movediscover GmbH,81
sapaso,Papas Kräuter GmbH,62
optionspace,MYNE Operations GmbH,58
Tesvolt,OneStop Pro Software Solutions GmbH,64
Parce,allcompare GmbH,72
Zenfulfillment,Quantum Enlightenment Technologies AG,51
SURGITENT,CFO Suite GmbH,61
Leica Microsystems,A.I. Medical Systems AIMS GmbH,64
Movemates UG,MoveMaster GmbH,74
Staffbook,Pinsta Foodlovers International GmbH,60
Shore,shared mobility services GmbH,72
ProXES,prozesscheck.ONLINE GmbH,75
E2Ma GmbH,Emma GmbH,89
Vizzlo,VILOOM GmbH,60
Aeyde GmbH,BCN Food Tech GmbH,86
PAKETIN,Packfinder24 GmbH,64
Siltectra,bilateralstimulation.io BLS GmbH,60
IDAGIO,Vaeridion GmbH,62
node.energy,Intelligent Energy Transformation GmbH,86
Optimedis,retailmediatools GmbH,60
BigRep,l'herbivore GmbH,60
Airstage,airrange software GmbH,68
Firmen-KFZ.de,DASKrebsportal.de GmbH,86
Wer Liefert Was,SLS Sustainable Lifestyle Solutions GmbH,54
AIRTEAM,LABMaiTE GmbH,64
Luicella's Ice Cream,maama's GmbH,86
PerformaNat,performance3 GmbH,74
Exolos,relyos GmbH,62
5Analytics,PixoAnalytics GmbH,81
AGENTS.inc,the gentle wine GmbH,63
XTECH,fino taxtech GmbH,90
Open-Xchange,Spoon of Change GmbH,68
consultingheads,SelfConsult GmbH,58
METALSALE,MentalStark GmbH,70
Aircloak,GoKarla GmbH,57
JustWatch,juS.TECH ESG GmbH,61
Chatchamp,Chaintech GmbH,61
Volunteer World,Volee GmbH,54
Centogene,Intelligent Energy Transformation GmbH,60
Alcan Systems,Virtual Trade Systems GmbH,86
Jonny Fresh,,60
Leadtributor,SPK Distribution GmbH,60
FDX Fluid Dynamix,,60
Sinfosy,Passionfroot GmbH,64
rankingCoach,,60
content4tv,Continental Payment GmbH,63
Inspora,Coinformation GmbH,64
Urbanara,Urban Organics GmbH,68
Westphalia DataLab,talaa GmbH,60
viasto,Aviasonic GmbH,75
Move24,dmg movement GmbH,60
sleekcommerce,SleepDoctor Quantum GmbH,50
Cysal GmbH,BCN Food Tech GmbH,86
mentavio,Nimevio GmbH,66
GURMEO,Der kleine Gourmet GmbH,75
Cinector,HempConnect GmbH,57
3D Fantastic Reality,3D Spark GmbH,86
Prelovee,improveMED GmbH,68
POSpulse,Purpose Products GmbH,57
vilisto GmbH,BCN Food Tech GmbH,86
Numaferm,Innmaker GmbH,57
MONOQI,omono GmbH,68
DIPAT,retailmediatools GmbH,72
The Prosperous Shop,The Yellow SiC Development GmbH,86
Kultify,Kultify GmbH,90
CODE University of Applied Sciences,BUILD & CODE GmbH,86
TreasureHunt,Treazure Ark GmbH,55
SCAILEX Group,Yoove Mobility Group Holding GmbH,86
BeastBI GmbH,BCN Food Tech GmbH,86
ROOMHERO,Hydroherb GmbH,61
FastBill,stafftastic GmbH,57
Fitfox,FinToVentures GmbH,60
KSK Diagnostics,uSinus ECG Diagnostics GmbH,86
Mynaric,MyArtist&Me GmbH,64
Medical Magnesium,CaDo Medical Solutions GmbH,86
Demekon Entertainment,Lifelight Entertainment GmbH,72
Newsroom AI,Teamsports AI GmbH,86
Lecturio,Zentur.io GmbH,68
Temicon,SmartDecon GmbH,66
DATAlovers,DT Data Tower GmbH,63
Goodminton AG,Xpect AG,86
Rydies,RYDES GmbH,78
Bonaverde,Switchboard GmbH,61
BTCC,AuditCycle GmbH,68
Realbest,Hyperion Realms GmbH,61
smartB,smartbax GmbH,90
Conjoule,SelfConsult GmbH,57
Formel D GmbH,Htwo Power 'n' Heat GmbH,86
riskmethods,FRicket GmbH,52
KptnCook,Petnacks GmbH,56
German RepRap GmbH,Q.24 GmbH,86
DONGXii,WisdomEngine GmbH,64
Slock.it,That's it International GmbH,86
FERTILA,Vertical Farm Tech GmbH,64
GameInfluencer,Tevidence GmbH,54
Cantiero,Innovative Robot Delivery GmbH,64
ucair GmbH,BCN Food Tech GmbH,86
Campanda,caimana beauty GmbH,68
trackle GmbH,BCN Food Tech GmbH,86
mindtainr,KidsTrain GmbH,61
Welect,Electrified Classics GmbH,75
3Bears Foods,BK foods for you GmbH,86
countify GmbH,CountID GmbH,88
Caterna Vision,DIGITAL VISION GROUP GmbH,86
R3 Communications,Care Communications GmbH,86
CodePerform,Klutch Perform GmbH,66
HQLabs,Flash Labs GmbH,75
APPbyYOU,Happy House GmbH,68
CLICKVALID,Social Moms GmbH,49
LifeTime,OZEN LifeScience GmbH,68
easyOptimize GmbH,Q.24 GmbH,86
InvenSor GmbH,Htwo Power 'n' Heat GmbH,86
GIROMATCH GmbH,Htwo Power 'n' Heat GmbH,86
ChartMogul,Pharmio GmbH,55
INSENIO GmbH,Semnio GmbH,87
Texlock,foreverontheblockchain GmbH,64
Eternygen,Zahnvergnügen GmbH,61
Interactive Performance Deutschland GmbH,BCN Food Tech GmbH,86
GASTROFIX,Gastrofritze GmbH,80
QUASA,Quataro Technologies GmbH,72
Liimex,Applimeda GmbH,60
SoundCloud,Building Information Cloud GLWG GmbH,63
Tandemploy,,60
Qverse,reversely GmbH,75
WebID Solutions,OneStop Pro Software Solutions GmbH,86
machtfit,Risk Architects GmbH,56
CoreMedic GmbH,Htwo Power 'n' Heat GmbH,86
whocares,Who cares GmbH,79
Volunteer Vision,DIGITAL VISION GROUP GmbH,86
TheMinuteApp,Kompetek Interaktiv GmbH,52
8fit,FAITEC GmbH,68
Labiotech.eu,Connax Biotech GmbH,68
Coredinate,BioMedicalTechnology GmbH,63
Valsight,logsight.ai GmbH,68
SOLOS,SOLIOS DIAGNOSTICS GmbH,72
Innsystec,RWInnoTec GmbH,64
Golf Post AG,Xpect AG,86
Crealytics,LeapLytics GmbH,72
Concierge,BUC Building Concierge GmbH,90
Twyla,beautyplasty GmbH,72
LILLYDOO GmbH,Htwo Power 'n' Heat GmbH,86
Pillbox,Soapbox Interactive GmbH,62
Bilendo,Vilendo GmbH,77
wetransform,Agile Transformation GmbH,82
MySchlepApp,Kinderspiele Apps GmbH,50
MessengerPeople,NOW games Spielverlag GmbH,48
re2you,howRyou GmbH,68
DreamCheaper,Deutsch Express Technologies GmbH,52
QDA Solutions,OneStop Pro Software Solutions GmbH,86
Stryking Entertainment,Lifelight Entertainment GmbH,70
Esports Business Solution,GPC Solution GmbH,61
Perseus,PeriLeu GmbH,64
Gini,GJIN GmbH,68
uptain,Sustainable Manufacturing GmbH,75
Travel Meta,r3charge Travel GmbH,86
taxbutler,matchmyestate GmbH,53
paketchef,onDispatch GmbH,61
Verne,VenueScout GmbH,72
Company Bike Solutions,OneStop Pro Software Solutions GmbH,86
Blue Swan,Blue Planet Food GmbH,86
OH!Lala,deltaDAO AG,53
Eperi,Eperi Holding GmbH,90
SituatiVe,bilateralstimulation.io BLS GmbH,60
ONO Labs GmbH,Htwo Power 'n' Heat GmbH,86
Inselberg,PLANIS E3 Empathy Engineering GmbH,60
Lophius Biosciences,VaRi Bioscience GmbH,64
Reparando,SparePartsNow GmbH,70
Mercateo,simercator GmbH,79
Green City Solutions,OneStop Pro Software Solutions GmbH,86
Insane,Friendly Finance GmbH,75
Stegimondo GmbH,Htwo Power 'n' Heat GmbH,86
Pflegetiger (Caretiger GmbH),BCN Food Tech GmbH,86
EBS Technologies,FOGSTER Technologies GmbH,86
Alphapet Ventures,Hyped Ventures GmbH,67
CardioSecur,KardioSmart GmbH,52
ResearchGate,Risk Architects GmbH,60
auxmoney,Modulhaus One Germany GmbH,57
2tainment,Lifelight Entertainment GmbH,80
Studienkreis,Megavoid Studios GmbH,54
iqento,Frienton GmbH,75
Apostera,mastermAInd GmbH,68
medineering,PLANIS E3 Empathy Engineering GmbH,74
Passive House Institute,arive GmbH,54
FLIO,Hexflow GmbH,68
Luxendo,Vilendo GmbH,71
Heliatek,faCellitate GmbH,68
Abfindungsheld.de,Finduna GmbH,55
Wundertax,Thunder Labs GmbH,60
Namecoin,,60
Factory,FactoryPuls GmbH,90
Target Video,Videmo Intelligente Videoanalyse GmbH,68
25friends,19Friends GmbH,70
JetEight,Lifelight Entertainment GmbH,56
FROGO AD,ad:personam GmbH,86
NearBees,Learnee Software Solutions GmbH,68
gamebook,Evolve Game Tools GmbH,68
Innolend,Vilendo GmbH,61
BuzzBird GmbH,Htwo Power 'n' Heat GmbH,86
Picter,Xspecter GmbH,75
Metropolitan European Transport,Transolt GmbH,58
SEPAexpress,Deutsch Express Technologies GmbH,66
The NAGA Group,The Future Living INT GmbH,86
SMART-iX,Smart Textiles Hub GmbH,86
DCI Digital Car Institute,PLAZA Digital Communication & Innovation GmbH,86
WeAre - The Virtual Engineering Base,The Core Label GmbH,86
SIGNATOPE,Active Signage GmbH,64
Honestly,honeysales GmbH,68
payever,Layover Solutions GmbH,64
LiveRate,Leverage Robotics GmbH,68
CEPRES,Deutsch Express Technologies GmbH,75
Fanmiles,,60
Foreverly,foreverontheblockchain GmbH,70
RiseML,WeRise GmbH,68
JULIAN MATTHEWS GmbH,Q.24 GmbH,86
incapptic Connect,,60
LXP Group GmbH,Htwo Power 'n' Heat GmbH,86
Seiratherm,Fairmaster GmbH,56
ProLeap GmbH,BCN Food Tech GmbH,86
Smobapp,Moja Innovations GmbH,53
BOOK A TIGER,L.A.B. Cosmetics GmbH,86
We Are Era,we speak fluent cx GmbH,86
figo,Griffig Robotics GmbH,68
Compositence,Naturkomponisten GmbH,62
ASK Chemicals,ProCa Chemicals GmbH,86
Magnitude Internet,Phoenix Internet GmbH,59
GoodIP,Goodville GmbH,75
SharePop,shared mobility services GmbH,61
Hensoldt,ostermeier H2ydrogen Solutions GmbH,68
GET IT DONE,That's it International GmbH,86
YEAY,EasyFone GmbH,68
Lemoncat,eleon data GmbH,68
RefineAl,Goldmarie Finanzen GmbH,68
Adsquare,brandshare GmbH,68
Lindentopic GmbH,Htwo Power 'n' Heat GmbH,86
GitMate,World for Climate GmbH,64
cloudeo,CloudEatery GmbH,77
Sanubi,,60
Playsnak,,60
EKU Power Drives,Htwo Power 'n' Heat GmbH,86
Curated Shopping,PEN Creative GmbH,52
SOFTGAMES,airrange software GmbH,61
Seerene,Ventreneurs GmbH,64
Thermondo,mastermAInd GmbH,61
Frostkrone,Proton Camera Innovations GmbH,54
Merkurist,eROCKIT AG,53
FinTecSystems,Green Eventsystems und Service GmbH,62
TolerogenixX,tornero GmbH,50
synergist.io,Cryptoticker.io GmbH,86
Digital Republic Media Group,maris digital GmbH,86
Meshparts,Rail-Parts GmbH,67
Brabbler,trabble GmbH,68
We Buy Cars Today,AeroSys AG,48
Atript,Klaripath GmbH,75
Getsurance,Teal Insurance Broker GmbH,63
Agrilution,Relution GmbH,66
SAT4M2M,ZusammenStromen GmbH,51
Simplaex,SimpleNow,71
JimDrive,Rim Drive GmbH,79
Gienanth,,90
Prommpt SaaS Ltd,Rosales Health & Beauty GmbH,50
Studybees,Megavoid Studios GmbH,53
Contiamo,CountID GmbH,60
MINEKO,Luminous Label GmbH,60
Atc Aluvation Technology,Native Technology Education GmbH,67
Avocando,,60
Breath Therapeutics,Paricam Therapeutics GmbH,73
Amparo,naoparo GmbH,75
Shoplink,Atheneum Partners Holding GmbH,68
New Solutions GmbH,WW Solutions GmbH,91
amynova polymers,Polymetis GmH,59
Packator,Packmatic GmbH,68
nello,Yellowcup GmbH,72
My Better Life,Better by Nature Beverages GmbH,86
prettysocial media,Prettyvol GmbH,62
Fresh Energy,Intelligent Energy Transformation GmbH,86
Peakboard,beeboard GmbH,55
Auvesy,games & leaves GmbH,62
SmartMakers,the matchmakers GmbH,74
EOOOM,Moojo GmbH,57
Talenter.io,Cryptoticker.io GmbH,86
CleverShuttle,clever-amr GmbH,50
International Security Group,MAYD Group GmbH,86
asap.industries GmbH,Q.24 GmbH,86
RealSynth,Aware Health GmbH,60
Befeni GmbH,BCN Food Tech GmbH,86
Smarterials,SOLAR MATERIALS GmbH,74
InflaRx,ParkPillar GmbH,57
Vemcon,Dive connected GmbH,75
PERORA,Angelize Program GmbH,75
RIMASYS,neurotrim Systems GmbH,77
Almondia,retailmediatools GmbH,68
BuddyGuard,Picture Buddy GmbH,54
bi sure,SureIn GmbH,74
tiramizoo,TraumImmo.de GmbH,60
adbonitas,MadRobots GmbH,61
ADLATUS Robotics,ESR EINSTEIN SURGICAL ROBOTICS GmbH,86
Clinc,CLINKTWIN GmbH,72
Recurrer global,WOAla Global Connection GmbH,86
GOKIXX,Wonki GmbH,51
greenXmoney,GreenMatterAl GmbH,58
VAI Trade,Virtual Trade Systems GmbH,86
MotionWerk GmbH,Htwo Power 'n' Heat GmbH,86
videantis,,60
Kolos,SOLIOS DIAGNOSTICS GmbH,72
Beroceutica,Endosane Pharmaceuticals GmbH,66
Promipool,PRAMOMOLECULAR GmbH,60
Redwave Medical GmbH,Q.24 GmbH,86
TravelResponder,For Real Overlander GmbH,54
Nickis.com,reitbuch.com GmbH,86
Mahlzeit,Zeitgeist Beverages GmbH,64
Simply Aloud Ltd,simply-culture GmbH,57
